ts,system_id,ship,pod,npc,jumps
2026-06-18T07:41:44.624440+00:00,30002501,0,0,5,13
2026-06-18T07:41:44.624440+00:00,30002763,0,0,30,131
2026-06-18T07:41:44.624440+00:00,30005279,0,0,3,17
2026-06-18T07:41:44.624440+00:00,30004566,0,0,63,4
2026-06-18T07:41:44.624440+00:00,30001327,0,0,39,6
2026-06-18T07:41:44.624440+00:00,30001071,0,0,15,34
2026-06-18T07:41:44.624440+00:00,30004923,0,0,122,14
2026-06-18T07:41:44.624440+00:00,30000299,0,0,26,22
2026-06-18T07:41:44.624440+00:00,30005025,0,0,67,18
2026-06-18T07:41:44.624440+00:00,30004788,0,0,501,2
2026-06-18T07:41:44.624440+00:00,30004031,0,0,80,4
2026-06-18T07:41:44.624440+00:00,30005044,0,0,2,56
2026-06-18T07:41:44.624440+00:00,30000862,0,0,381,6
2026-06-18T07:41:44.624440+00:00,30002186,0,0,110,4
2026-06-18T07:41:44.624440+00:00,30041392,0,0,32,11
2026-06-18T07:41:44.624440+00:00,30000096,0,0,1,14
2026-06-18T07:41:44.624440+00:00,30005024,0,0,62,26
2026-06-18T07:41:44.624440+00:00,30004602,0,0,3,10
2026-06-18T07:41:44.624440+00:00,30003903,0,0,5,32
2026-06-18T07:41:44.624440+00:00,30004022,0,0,5,18
2026-06-18T07:41:44.624440+00:00,30000010,0,0,13,17
2026-06-18T07:41:44.624440+00:00,30002669,0,0,12,46
2026-06-18T07:41:44.624440+00:00,30001685,0,0,1,5
2026-06-18T07:41:44.624440+00:00,30004609,0,0,65,18
2026-06-18T07:41:44.624440+00:00,30005332,0,0,29,69
2026-06-18T07:41:44.624440+00:00,30004124,0,0,9,10
2026-06-18T07:41:44.624440+00:00,30000554,0,0,19,22
2026-06-18T07:41:44.624440+00:00,30004294,0,0,9,7
2026-06-18T07:41:44.624440+00:00,30001575,0,0,3,7
2026-06-18T07:41:44.624440+00:00,30000971,0,0,1,0
2026-06-18T07:41:44.624440+00:00,30004857,0,0,121,28
2026-06-18T07:41:44.624440+00:00,30004575,0,0,15,10
2026-06-18T07:41:44.624440+00:00,30001209,0,0,9,10
2026-06-18T07:41:44.624440+00:00,30003002,0,0,1,9
2026-06-18T07:41:44.624440+00:00,30000655,0,0,1,27
2026-06-18T07:41:44.624440+00:00,30002546,0,0,568,57
2026-06-18T07:41:44.624440+00:00,30001075,0,0,3,4
2026-06-18T07:41:44.624440+00:00,30004897,1,0,46,16
2026-06-18T07:41:44.624440+00:00,30005155,0,0,136,4
2026-06-18T07:41:44.624440+00:00,30003719,0,0,119,5
2026-06-18T07:41:44.624440+00:00,30002095,5,0,93,152
2026-06-18T07:41:44.624440+00:00,30004704,1,1,988,10
2026-06-18T07:41:44.624440+00:00,30000194,0,0,51,18
2026-06-18T07:41:44.624440+00:00,30003630,0,0,508,26
2026-06-18T07:41:44.624440+00:00,30003068,9,6,124,143
2026-06-18T07:41:44.624440+00:00,30004858,0,0,267,1
2026-06-18T07:41:44.624440+00:00,30000511,0,0,289,9
2026-06-18T07:41:44.624440+00:00,30000897,0,0,153,14
2026-06-18T07:41:44.624440+00:00,30001558,0,0,4,7
2026-06-18T07:41:44.624440+00:00,30002491,0,0,162,7
2026-06-18T07:41:44.624440+00:00,30005296,1,0,24,42
2026-06-18T07:41:44.624440+00:00,30001541,0,0,7,8
2026-06-18T07:41:44.624440+00:00,30001397,0,0,330,32
2026-06-18T07:41:44.624440+00:00,30001288,0,0,83,9
2026-06-18T07:41:44.624440+00:00,30001283,0,0,126,0
2026-06-18T07:41:44.624440+00:00,30004632,0,0,172,13
2026-06-18T07:41:44.624440+00:00,30004922,0,0,104,2
2026-06-18T07:41:44.624440+00:00,30000323,0,0,123,12
2026-06-18T07:41:44.624440+00:00,30002793,1,0,74,16
2026-06-18T07:41:44.624440+00:00,30001229,0,0,36,1
2026-06-18T07:41:44.624440+00:00,30001917,0,0,70,44
2026-06-18T07:41:44.624440+00:00,30004833,1,0,2634,44
2026-06-18T07:41:44.624440+00:00,30003702,0,0,930,4
2026-06-18T07:41:44.624440+00:00,30000234,0,0,822,3
2026-06-18T07:41:44.624440+00:00,30004947,2,2,1249,39
2026-06-18T07:41:44.624440+00:00,30004077,0,0,263,16
2026-06-18T07:41:44.624440+00:00,30001373,0,0,322,22
2026-06-18T07:41:44.624440+00:00,30002538,6,2,288,90
2026-06-18T07:41:44.624440+00:00,30005200,0,0,48,103
2026-06-18T07:41:44.624440+00:00,30003082,0,0,35,11
2026-06-18T07:41:44.624440+00:00,30004324,0,0,165,27
2026-06-18T07:41:44.624440+00:00,30034971,0,0,128,7
2026-06-18T07:41:44.624440+00:00,30003498,0,0,17,24
2026-06-18T07:41:44.624440+00:00,30002548,0,0,88,31
2026-06-18T07:41:44.624440+00:00,30002803,0,0,107,487
2026-06-18T07:41:44.624440+00:00,30004656,0,0,184,6
2026-06-18T07:41:44.624440+00:00,30005122,0,0,239,18
2026-06-18T07:41:44.624440+00:00,30100072,7,0,251,36
2026-06-18T07:41:44.624440+00:00,30004868,0,0,389,13
2026-06-18T07:41:44.624440+00:00,30000310,0,0,179,11
2026-06-18T07:41:44.624440+00:00,30004962,0,0,1447,22
2026-06-18T07:41:44.624440+00:00,30000169,0,0,87,30
2026-06-18T07:41:44.624440+00:00,30000217,0,0,110,18
2026-06-18T07:41:44.624440+00:00,30001357,0,0,143,19
2026-06-18T07:41:44.624440+00:00,30003039,0,0,89,88
2026-06-18T07:41:44.624440+00:00,30000142,10,4,116,1988
2026-06-18T07:41:44.624440+00:00,30001393,0,0,342,235
2026-06-18T07:41:44.624440+00:00,30004384,0,0,6,28
2026-06-18T07:41:44.624440+00:00,30002964,0,0,35,69
2026-06-18T07:41:44.624440+00:00,30005217,0,0,1388,150
2026-06-18T07:41:44.624440+00:00,30000304,0,0,1174,41
2026-06-18T07:41:44.624440+00:00,30045324,0,1,148,290
2026-06-18T07:41:44.624440+00:00,30000237,0,0,888,2
2026-06-18T07:41:44.624440+00:00,30001749,0,0,736,14
2026-06-18T07:41:44.624440+00:00,30004775,0,0,1290,3
2026-06-18T07:41:44.624440+00:00,30004358,0,0,314,1
2026-06-18T07:41:44.624440+00:00,30003465,0,0,232,31
2026-06-18T07:41:44.624440+00:00,30003175,0,0,661,12
2026-06-18T07:41:44.624440+00:00,30000236,0,0,1160,9
2026-06-18T07:41:44.624440+00:00,30002753,0,0,254,75
2026-06-18T07:41:44.624440+00:00,30000888,0,0,100,4
2026-06-18T07:41:44.624440+00:00,30000305,0,0,2384,26
2026-06-18T07:41:44.624440+00:00,30002072,0,0,80,45
2026-06-18T07:41:44.624440+00:00,30004478,1,0,1285,18
2026-06-18T07:41:44.624440+00:00,30002055,1,1,8,76
2026-06-18T07:41:44.624440+00:00,30000210,0,0,494,8
2026-06-18T07:41:44.624440+00:00,30003364,0,0,11,3
2026-06-18T07:41:44.624440+00:00,30000863,8,4,163,153
2026-06-18T07:41:44.624440+00:00,30000150,0,0,289,47
2026-06-18T07:41:44.624440+00:00,30004929,0,0,101,1
2026-06-18T07:41:44.624440+00:00,30002513,0,0,56,45
2026-06-18T07:41:44.624440+00:00,30004774,0,0,730,16
2026-06-18T07:41:44.624440+00:00,30002794,0,0,206,148
2026-06-18T07:41:44.624440+00:00,30000525,0,1,742,24
2026-06-18T07:41:44.624440+00:00,30001596,0,0,563,4
2026-06-18T07:41:44.624440+00:00,30002784,0,0,209,46
2026-06-18T07:41:44.624440+00:00,30045325,0,0,74,85
2026-06-18T07:41:44.624440+00:00,30000149,0,0,264,170
2026-06-18T07:41:44.624440+00:00,30005115,0,0,56,10
2026-06-18T07:41:44.624440+00:00,30000627,0,0,132,2
2026-06-18T07:41:44.624440+00:00,30004673,0,0,376,14
2026-06-18T07:41:44.624440+00:00,30000899,0,0,714,18
2026-06-18T07:41:44.624440+00:00,30004909,0,0,127,49
2026-06-18T07:41:44.624440+00:00,30003908,0,0,44,4
2026-06-18T07:41:44.624440+00:00,30004706,0,0,9,92
2026-06-18T07:41:44.624440+00:00,30002769,0,0,83,16
2026-06-18T07:41:44.624440+00:00,30000185,1,0,221,80
2026-06-18T07:41:44.624440+00:00,30001035,0,0,33,17
2026-06-18T07:41:44.624440+00:00,30002701,0,0,173,30
2026-06-18T07:41:44.624440+00:00,30004367,1,1,235,19
2026-06-18T07:41:44.624440+00:00,30000132,0,0,146,339
2026-06-18T07:41:44.624440+00:00,30000754,0,0,197,7
2026-06-18T07:41:44.624440+00:00,30001919,0,0,34,17
2026-06-18T07:41:44.624440+00:00,30003270,0,0,7,26
2026-06-18T07:41:44.624440+00:00,30002616,0,0,580,0
2026-06-18T07:41:44.624440+00:00,30001815,0,0,36,10
2026-06-18T07:41:44.624440+00:00,30001715,0,0,14,39
2026-06-18T07:41:44.624440+00:00,30002633,1,0,59,261
2026-06-18T07:41:44.624440+00:00,30001528,0,0,9,27
2026-06-18T07:41:44.624440+00:00,30003941,0,0,8,41
2026-06-18T07:41:44.624440+00:00,30002191,0,0,66,63
2026-06-18T07:41:44.624440+00:00,30003942,0,0,164,13
2026-06-18T07:41:44.624440+00:00,30002002,0,0,158,13
2026-06-18T07:41:44.624440+00:00,30003007,0,0,8,11
2026-06-18T07:41:44.624440+00:00,30005310,0,0,143,38
2026-06-18T07:41:44.624440+00:00,30002666,1,0,7,10
2026-06-18T07:41:44.624440+00:00,30001425,0,0,211,94
2026-06-18T07:41:44.624440+00:00,30005029,0,1,111,91
2026-06-18T07:41:44.624440+00:00,30001951,1,1,6,16
2026-06-18T07:41:44.624440+00:00,30001290,0,0,41,19
2026-06-18T07:41:44.624440+00:00,30003814,0,0,36,4
2026-06-18T07:41:44.624440+00:00,30000848,1,1,421,73
2026-06-18T07:41:44.624440+00:00,30004707,1,0,2,204
2026-06-18T07:41:44.624440+00:00,30001001,0,0,18,98
2026-06-18T07:41:44.624440+00:00,30000082,0,0,27,30
2026-06-18T07:41:44.624440+00:00,30004231,0,0,5,14
2026-06-18T07:41:44.624440+00:00,30005319,0,0,62,17
2026-06-18T07:41:44.624440+00:00,30000780,0,1,0,170
2026-06-18T07:41:44.624440+00:00,30001706,0,0,24,2
2026-06-18T07:41:44.624440+00:00,30003415,0,0,22,53
2026-06-18T07:41:44.624440+00:00,30003934,0,0,8,9
2026-06-18T07:41:44.624440+00:00,30001424,0,0,134,113
2026-06-18T07:41:44.624440+00:00,30001647,0,0,21,84
2026-06-18T07:41:44.624440+00:00,30003508,0,0,61,65
2026-06-18T07:41:44.624440+00:00,30003398,0,0,115,9
2026-06-18T07:41:44.624440+00:00,30001696,0,0,8,6
2026-06-18T07:41:44.624440+00:00,30000176,0,0,87,34
2026-06-18T07:41:44.624440+00:00,30002388,0,0,2,13
2026-06-18T07:41:44.624440+00:00,30003397,0,0,61,19
2026-06-18T07:41:44.624440+00:00,30002565,0,0,77,3
2026-06-18T07:41:44.624440+00:00,30003848,0,0,1,9
2026-06-18T07:41:44.624440+00:00,30001358,0,0,59,14
2026-06-18T07:41:44.624440+00:00,30000498,0,1,32,33
2026-06-18T07:41:44.624440+00:00,30003576,0,0,65,25
2026-06-18T07:41:44.624440+00:00,30002971,0,0,85,43
2026-06-18T07:41:44.624440+00:00,30001536,0,0,88,72
2026-06-18T07:41:44.624440+00:00,30000813,0,0,19,39
2026-06-18T07:41:44.624440+00:00,30004518,1,0,15,12
2026-06-18T07:41:44.624440+00:00,30002760,0,0,10,28
2026-06-18T07:41:44.624440+00:00,30003977,0,0,941,2
2026-06-18T07:41:44.624440+00:00,30003032,0,0,70,211
2026-06-18T07:41:44.624440+00:00,30002393,1,0,0,31
2026-06-18T07:41:44.624440+00:00,30003279,0,0,113,15
2026-06-18T07:41:44.624440+00:00,30003347,0,0,80,2
2026-06-18T07:41:44.624440+00:00,30000022,0,0,1,28
2026-06-18T07:41:44.624440+00:00,30004809,0,0,10,77
2026-06-18T07:41:44.624440+00:00,30003160,0,0,741,11
2026-06-18T07:41:44.624440+00:00,30002122,0,0,211,31
2026-06-18T07:41:44.624440+00:00,30004639,0,0,2,10
2026-06-18T07:41:44.624440+00:00,30004265,0,0,2,14
2026-06-18T07:41:44.624440+00:00,30003840,2,0,0,125
2026-06-18T07:41:44.624440+00:00,30003586,0,0,18,11
2026-06-18T07:41:44.624440+00:00,30000591,0,0,67,3
2026-06-18T07:41:44.624440+00:00,30003601,1,0,0,20
2026-06-18T07:41:44.624440+00:00,30003909,0,0,2,22
2026-06-18T07:41:44.624440+00:00,30004095,0,0,12,107
2026-06-18T07:41:44.624440+00:00,30002012,0,0,2,7
2026-06-18T07:41:44.624440+00:00,30005251,0,0,2,12
2026-06-18T07:41:44.624440+00:00,30004904,0,0,76,20
2026-06-18T07:41:44.624440+00:00,30001017,1,0,1,29
2026-06-18T07:41:44.624440+00:00,30004256,0,0,60,22
2026-06-18T07:41:44.624440+00:00,30001205,0,0,12,13
2026-06-18T07:41:44.624440+00:00,30003092,0,0,25,10
2026-06-18T07:41:44.624440+00:00,30001579,0,0,201,1
2026-06-18T07:41:44.624440+00:00,30003518,0,0,2,4
2026-06-18T07:41:44.624440+00:00,30000659,0,0,57,10
2026-06-18T07:41:44.624440+00:00,30002556,0,0,2,11
2026-06-18T07:41:44.624440+00:00,30004503,1,1,0,80
2026-06-18T07:41:44.624440+00:00,30004112,0,0,57,7
2026-06-18T07:41:44.624440+00:00,30002606,0,0,30,1
2026-06-18T07:41:44.624440+00:00,30002921,0,0,14,27
2026-06-18T07:41:44.624440+00:00,30003612,0,0,78,86
2026-06-18T07:41:44.624440+00:00,30004129,0,0,9,157
2026-06-18T07:41:44.624440+00:00,30004290,0,0,9,26
2026-06-18T07:41:44.624440+00:00,30001987,0,0,1,30
2026-06-18T07:41:44.624440+00:00,30001681,1,1,0,23
2026-06-18T07:41:44.624440+00:00,30002463,0,0,8,14
2026-06-18T07:41:44.624440+00:00,30004452,0,0,121,37
2026-06-18T07:41:44.624440+00:00,30004979,0,0,1,104
2026-06-18T07:41:44.624440+00:00,30003687,1,1,0,28
2026-06-18T07:41:44.624440+00:00,30005140,0,0,1,4
2026-06-18T07:41:44.624440+00:00,30001894,0,0,1,11
2026-06-18T07:41:44.624440+00:00,30000455,0,0,1,74
2026-06-18T07:41:44.624440+00:00,30000881,0,0,1,6
2026-06-18T07:41:44.624440+00:00,30001282,0,0,104,0
2026-06-18T07:41:44.624440+00:00,30001047,1,0,45,43
2026-06-18T07:41:44.624440+00:00,30000173,0,0,68,131
2026-06-18T07:41:44.624440+00:00,30001431,0,0,185,26
2026-06-18T07:41:44.624440+00:00,30002621,0,0,12,3
2026-06-18T07:41:44.624440+00:00,30004406,0,0,134,1
2026-06-18T07:41:44.624440+00:00,30001218,0,0,462,0
2026-06-18T07:41:44.624440+00:00,30000208,0,0,82,29
2026-06-18T07:41:44.624440+00:00,30000485,0,0,153,0
2026-06-18T07:41:44.624440+00:00,30003579,0,0,75,61
2026-06-18T07:41:44.624440+00:00,30000245,0,0,708,5
2026-06-18T07:41:44.624440+00:00,30001228,0,0,65,3
2026-06-18T07:41:44.624440+00:00,30000470,0,0,1095,1
2026-06-18T07:41:44.624440+00:00,30002510,1,1,213,217
2026-06-18T07:41:44.624440+00:00,30002661,0,0,175,522
2026-06-18T07:41:44.624440+00:00,30002557,0,0,88,4
2026-06-18T07:41:44.624440+00:00,30002000,0,0,144,6
2026-06-18T07:41:44.624440+00:00,30004391,0,0,227,1
2026-06-18T07:41:44.624440+00:00,30001416,0,0,79,21
2026-06-18T07:41:44.624440+00:00,30004869,0,0,270,5
2026-06-18T07:41:44.624440+00:00,30004624,0,0,186,9
2026-06-18T07:41:44.624440+00:00,30004990,0,0,23,67
2026-06-18T07:41:44.624440+00:00,30001322,0,0,86,12
2026-06-18T07:41:44.624440+00:00,30100060,0,0,53,48
2026-06-18T07:41:44.624440+00:00,30004599,0,0,284,26
2026-06-18T07:41:44.624440+00:00,30002456,0,0,179,3
2026-06-18T07:41:44.624440+00:00,30002792,0,0,164,50
2026-06-18T07:41:44.624440+00:00,30004067,0,0,287,1
2026-06-18T07:41:44.624440+00:00,30003641,0,0,1960,1
2026-06-18T07:41:44.624440+00:00,30002525,0,0,177,188
2026-06-18T07:41:44.624440+00:00,30002183,0,0,967,14
2026-06-18T07:41:44.624440+00:00,30001980,0,0,43,38
2026-06-18T07:41:44.624440+00:00,30004629,0,0,7,0
2026-06-18T07:41:44.624440+00:00,30000302,0,0,1218,28
2026-06-18T07:41:44.624440+00:00,30000188,0,0,211,90
2026-06-18T07:41:44.624440+00:00,30001433,0,0,173,7
2026-06-18T07:41:44.624440+00:00,30001027,0,0,68,2
2026-06-18T07:41:44.624440+00:00,30002168,0,0,560,32
2026-06-18T07:41:44.624440+00:00,30002639,0,0,833,79
2026-06-18T07:41:44.624440+00:00,30000483,0,0,2900,81
2026-06-18T07:41:44.624440+00:00,30003609,0,0,199,2
2026-06-18T07:41:44.624440+00:00,30002782,0,0,145,208
2026-06-18T07:41:44.624440+00:00,30045322,0,0,316,149
2026-06-18T07:41:44.624440+00:00,30004651,0,0,188,1
2026-06-18T07:41:44.624440+00:00,30003047,0,0,64,36
2026-06-18T07:41:44.624440+00:00,30005293,0,0,13,218
2026-06-18T07:41:44.624440+00:00,30000856,0,0,28,20
2026-06-18T07:41:44.624440+00:00,30005232,0,0,74,57
2026-06-18T07:41:44.624440+00:00,30005157,0,0,171,3
2026-06-18T07:41:44.624440+00:00,30004910,2,1,613,7
2026-06-18T07:41:44.624440+00:00,30002386,0,0,190,32
2026-06-18T07:41:44.624440+00:00,30002913,0,0,145,38
2026-06-18T07:41:44.624440+00:00,30000218,0,0,865,4
2026-06-18T07:41:44.624440+00:00,30002430,0,0,175,12
2026-06-18T07:41:44.624440+00:00,30004392,0,0,1713,42
2026-06-18T07:41:44.624440+00:00,30003134,0,0,323,3
2026-06-18T07:41:44.624440+00:00,30003151,0,0,228,127
2026-06-18T07:41:44.624440+00:00,30100063,0,0,60,14
2026-06-18T07:41:44.624440+00:00,30000873,1,0,118,15
2026-06-18T07:41:44.624440+00:00,30001392,0,0,100,59
2026-06-18T07:41:44.624440+00:00,30003440,0,0,6,6
2026-06-18T07:41:44.624440+00:00,30000694,0,0,124,2
2026-06-18T07:41:44.624440+00:00,30003654,0,0,36,6
2026-06-18T07:41:44.624440+00:00,30001298,0,0,45,0
2026-06-18T07:41:44.624440+00:00,30004674,0,0,234,10
2026-06-18T07:41:44.624440+00:00,30001034,0,0,25,6
2026-06-18T07:41:44.624440+00:00,30000279,0,0,51,0
2026-06-18T07:41:44.624440+00:00,30001211,0,0,31,3
2026-06-18T07:41:44.624440+00:00,30002658,0,0,216,64
2026-06-18T07:41:44.624440+00:00,30002863,0,0,322,2
2026-06-18T07:41:44.624440+00:00,30000550,0,0,7,3
2026-06-18T07:41:44.624440+00:00,30004971,0,0,82,35
